Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Color,Owner_Type,State,Insurance_Status,Manufacturing_Plant,Number_of_Repairs,Previous_Accidents,Body_Type
7405,Skoda,Superb,2024,Petrol,Manual,1350000,10.7,2500,5,14000,White,Third,Maharashtra,Insured,Pune,4,4,Coupe
7406,Kia,Sonet,2019,CNG,Manual,1180000,23.6,1800,6,16300,Blue,Fourth & Above,Telangana,Insured,Sanand,2,3,Hatchback
7407,Volkswagen,Virtus,2018,Electric,Automatic,2930000,26.9,1800,7,10700,Black,Third,West Bengal,Insured,Chennai,9,3,Sedan
7408,Hyundai,i10,2019,Electric,Automatic,3240000,19.3,800,7,12500,Silver,First,Tamil Nadu,Insured,Manesar,5,0,SUV
7409,Renault,Duster,2019,Electric,Manual,830000,26.1,2500,7,20600,Silver,Third,Maharashtra,Insured,Chennai,1,0,Coupe
7410,Toyota,Fortuner,2016,Petrol,Manual,1810000,16.7,1800,5,17500,Blue,Second,Maharashtra,Not Insured,Manesar,8,3,SUV
7411,Tata Motors,Altroz,2020,Electric,Manual,2290000,28.2,1200,5,19100,Red,First,Gujarat,Not Insured,Manesar,5,3,Hatchback
7412,Hyundai,i20,2020,CNG,Automatic,1810000,17.4,1800,5,9900,Red,Second,West Bengal,Insured,Manesar,2,2,SUV
7413,Mahindra,Scorpio,2018,Diesel,Manual,410000,24.2,1800,7,23700,Grey,Second,Gujarat,Insured,Surat,5,5,Coupe
7414,Renault,Triber,2020,CNG,Manual,2840000,29.7,2500,4,11000,Grey,Second,Delhi,Insured,Gurgaon,5,3,Coupe
7415,Mahindra,XUV700,2021,Electric,Automatic,3220000,21.3,1500,5,8400,Silver,First,Telangana,Insured,Surat,10,0,Sedan
7416,Kia,Carnival,2017,Electric,Manual,1270000,16.5,800,5,11800,Grey,First,Gujarat,Insured,Chennai,7,1,Coupe
7417,Skoda,Rapid,2024,Petrol,Manual,2750000,12.1,2000,5,6700,White,Fourth & Above,Tamil Nadu,Not Insured,Surat,10,2,SUV
7418,Honda,City,2023,Petrol,Automatic,2920000,15.6,800,4,19200,Grey,First,Tamil Nadu,Insured,Sanand,6,4,SUV
7419,Kia,Sonet,2018,Petrol,Automatic,800000,22,1000,4,17600,White,Third,West Bengal,Not Insured,Pune,8,1,SUV
7420,Renault,Kiger,2023,Petrol,Automatic,1980000,17.9,800,5,5500,Grey,Second,Maharashtra,Not Insured,Sanand,8,1,Hatchback
7421,Volkswagen,Vento,2023,Petrol,Manual,2170000,12.7,1000,4,10500,Silver,Fourth & Above,Tamil Nadu,Insured,Surat,10,2,Sedan
7422,Honda,Amaze,2024,Electric,Manual,660000,10.6,2500,6,10800,Silver,First,Telangana,Insured,Chennai,1,3,Sedan
7423,Kia,EV6,2022,Petrol,Manual,2090000,15.9,1800,4,14500,White,Second,Gujarat,Insured,Pune,5,3,Hatchback
7424,Tata Motors,Punch,2023,Electric,Automatic,1580000,21.4,1800,5,17600,Blue,First,Telangana,Not Insured,Sanand,5,3,SUV
7425,Maruti Suzuki,WagonR,2021,Electric,Manual,420000,15.9,1500,4,23900,Silver,Fourth & Above,Gujarat,Not Insured,Pune,9,2,SUV
7426,Tata Motors,Altroz,2021,Petrol,Manual,1280000,15.1,1500,5,16400,Blue,First,West Bengal,Not Insured,Chennai,0,0,SUV
7427,Renault,Kwid,2019,Petrol,Automatic,2050000,25.9,1000,5,13400,Red,First,Telangana,Insured,Manesar,3,5,SUV
7428,Tata Motors,Punch,2024,CNG,Automatic,3070000,23.5,1200,6,8600,White,Second,Gujarat,Insured,Chennai,0,2,SUV
7429,Mahindra,Thar,2024,Electric,Manual,890000,22.1,1500,6,6700,Green,Third,Telangana,Insured,Gurgaon,8,4,SUV
7430,Renault,Triber,2019,Diesel,Manual,2500000,29.6,800,4,13000,Silver,First,Karnataka,Insured,Pune,1,0,Coupe
7431,Kia,EV6,2015,Diesel,Manual,1390000,22.5,2000,7,12200,Black,Fourth & Above,West Bengal,Insured,Chennai,9,2,SUV
7432,Honda,City,2018,Diesel,Automatic,1060000,12.6,800,6,13700,Red,First,West Bengal,Insured,Manesar,6,3,Sedan
7433,Kia,EV6,2016,Electric,Automatic,2850000,16.1,2000,5,11900,Blue,First,Tamil Nadu,Not Insured,Manesar,9,0,Convertible
7434,Honda,City,2024,Electric,Automatic,2820000,27.6,1800,4,11900,Silver,Third,West Bengal,Not Insured,Chennai,5,3,Convertible
7435,Toyota,Camry,2018,Electric,Automatic,1010000,21.4,2000,4,13000,White,Second,Delhi,Insured,Sanand,4,2,Convertible
7436,Mahindra,Thar,2021,Electric,Manual,1970000,18.8,2500,4,12900,Green,Fourth & Above,Tamil Nadu,Insured,Chennai,4,1,SUV
7437,Toyota,Urban Cruiser,2023,CNG,Manual,900000,29,2500,7,6500,Grey,Second,Tamil Nadu,Not Insured,Manesar,8,1,SUV
7438,Tata Motors,Harrier,2024,Diesel,Manual,2460000,18.1,1200,5,15700,Green,Second,Telangana,Not Insured,Chennai,7,1,Coupe
7439,Toyota,Innova,2023,CNG,Automatic,1140000,23.7,1800,5,16400,Black,Second,Karnataka,Not Insured,Gurgaon,6,5,SUV
7440,Honda,Jazz,2020,Electric,Automatic,2760000,12.2,1800,6,11700,Blue,First,Tamil Nadu,Insured,Sanand,1,3,Convertible
7441,Skoda,Superb,2019,Electric,Automatic,2970000,14.2,1800,6,20400,Red,Third,Maharashtra,Not Insured,Chennai,10,5,SUV
7442,Hyundai,i10,2015,Petrol,Automatic,2040000,28.2,2500,5,11500,Green,First,Gujarat,Not Insured,Manesar,5,4,Convertible
7443,Maruti Suzuki,WagonR,2016,Electric,Automatic,1340000,25.8,2000,4,19800,White,Fourth & Above,Gujarat,Not Insured,Chennai,0,4,Hatchback
7444,Volkswagen,Taigun,2015,Petrol,Automatic,1200000,18.8,1000,4,7200,Black,Third,West Bengal,Not Insured,Chennai,4,3,SUV
7445,Toyota,Fortuner,2021,Petrol,Manual,1630000,13,1800,7,13300,White,Second,Telangana,Not Insured,Pune,8,5,Sedan
7446,Maruti Suzuki,WagonR,2023,Diesel,Manual,610000,14,800,4,5900,Silver,Third,Karnataka,Insured,Chennai,8,5,SUV
7447,Toyota,Fortuner,2017,Petrol,Manual,2270000,24.2,1200,6,7900,Grey,Fourth & Above,Gujarat,Insured,Gurgaon,4,2,Sedan
7448,Hyundai,Venue,2024,CNG,Automatic,2780000,18,1800,5,17300,Red,First,Maharashtra,Not Insured,Manesar,9,1,Hatchback
7449,Maruti Suzuki,Dzire,2019,Petrol,Manual,1130000,18.3,800,5,13900,White,First,Karnataka,Insured,Surat,1,3,SUV
7450,Honda,Civic,2021,Diesel,Manual,2890000,21.9,2500,6,13100,Blue,Second,Delhi,Insured,Pune,5,0,Sedan
7451,Volkswagen,Taigun,2020,CNG,Automatic,3290000,22.9,2000,7,11700,Silver,First,Gujarat,Not Insured,Surat,0,2,Hatchback
7452,Renault,Triber,2023,CNG,Automatic,3410000,24.2,1800,6,22800,Silver,First,Tamil Nadu,Insured,Chennai,8,4,Coupe
7453,Renault,Kwid,2023,Electric,Automatic,2620000,22.5,1200,5,16500,Red,Fourth & Above,Maharashtra,Insured,Sanand,9,3,Convertible
7454,Kia,Carnival,2024,CNG,Manual,1970000,23.7,1800,4,21900,Silver,Third,Telangana,Not Insured,Gurgaon,2,4,Convertible
7455,Hyundai,Verna,2021,Electric,Automatic,2510000,14,1200,4,15200,Blue,First,Telangana,Not Insured,Gurgaon,10,4,SUV
7456,Mahindra,Bolero,2024,Electric,Manual,610000,25.8,1800,6,17100,White,Fourth & Above,Maharashtra,Insured,Gurgaon,4,5,Convertible
7457,Mahindra,Bolero,2023,Electric,Manual,3120000,16.5,2500,4,13100,Red,Fourth & Above,Gujarat,Insured,Pune,4,4,Sedan
7458,Skoda,Rapid,2023,Electric,Manual,540000,15.5,1200,7,10200,Silver,Second,West Bengal,Insured,Chennai,6,4,Sedan
7459,Maruti Suzuki,Baleno,2018,Electric,Automatic,720000,20.7,2000,4,6200,Silver,Fourth & Above,Delhi,Not Insured,Gurgaon,4,5,SUV
7460,Tata Motors,Nexon,2017,Diesel,Manual,500000,23.2,2500,4,24800,Blue,Second,Tamil Nadu,Insured,Chennai,0,0,Convertible
7461,Maruti Suzuki,Dzire,2023,Diesel,Automatic,2730000,23.8,1200,7,9600,Grey,First,Delhi,Insured,Sanand,3,3,Coupe
7462,Maruti Suzuki,Ertiga,2019,Diesel,Manual,500000,14.4,2500,7,14600,Grey,Second,Delhi,Not Insured,Chennai,5,5,Hatchback
7463,Maruti Suzuki,Swift,2021,Electric,Manual,3440000,28.4,2500,7,5500,Green,Fourth & Above,Gujarat,Insured,Surat,0,4,Convertible
7464,Skoda,Kushaq,2018,Petrol,Automatic,2270000,19.2,2000,6,15700,Silver,Third,Tamil Nadu,Not Insured,Chennai,7,1,Hatchback
7465,Renault,Kiger,2018,Diesel,Manual,490000,28,2000,6,9500,White,Third,Gujarat,Insured,Chennai,6,0,Coupe
7466,Kia,Sonet,2024,Electric,Manual,1030000,19.7,1800,4,9100,Red,First,Gujarat,Not Insured,Manesar,9,3,Sedan
7467,Renault,Triber,2017,Diesel,Automatic,950000,10.1,1500,6,10000,Silver,First,West Bengal,Insured,Surat,5,0,Hatchback
7468,Hyundai,i20,2021,Diesel,Automatic,3070000,23.3,800,7,10800,Black,Third,Maharashtra,Insured,Pune,5,2,Sedan
7469,Mahindra,XUV700,2022,CNG,Manual,470000,21.6,2500,6,8800,Red,Second,Telangana,Not Insured,Chennai,5,0,SUV
7470,Hyundai,Venue,2022,Electric,Automatic,3120000,16.8,2500,7,8300,Green,First,West Bengal,Not Insured,Gurgaon,9,0,Convertible
7471,Kia,Sonet,2021,Electric,Automatic,1890000,22.9,1200,5,20500,Grey,Fourth & Above,Telangana,Not Insured,Manesar,3,0,Hatchback
7472,Renault,Duster,2015,Electric,Manual,1930000,21.9,1800,7,16700,Silver,First,West Bengal,Not Insured,Chennai,5,2,Sedan
7473,Mahindra,XUV700,2019,Electric,Automatic,620000,16.9,2000,6,21200,Blue,Second,Gujarat,Not Insured,Manesar,5,1,Coupe
7474,Maruti Suzuki,Baleno,2017,Petrol,Manual,1890000,25.2,2000,7,22500,Black,First,West Bengal,Not Insured,Pune,8,5,SUV
7475,Mahindra,Scorpio,2023,Electric,Manual,670000,11,1200,6,14800,Silver,Fourth & Above,Telangana,Not Insured,Manesar,8,2,Hatchback
7476,Volkswagen,Polo,2023,CNG,Manual,1210000,27.3,1500,5,13100,Green,Fourth & Above,West Bengal,Insured,Gurgaon,1,0,SUV
7477,Honda,Jazz,2017,Petrol,Manual,1010000,18,1000,4,20300,White,Fourth & Above,Karnataka,Insured,Chennai,0,1,Convertible
7478,Renault,Kwid,2018,Electric,Automatic,2810000,11.3,1200,7,10100,Black,Second,Tamil Nadu,Insured,Gurgaon,8,2,Hatchback
7479,Honda,Amaze,2021,Electric,Manual,1990000,16.1,1200,7,8900,Green,Second,Maharashtra,Insured,Sanand,2,5,Convertible
7480,Kia,Carens,2023,Petrol,Manual,790000,11.8,2500,7,10900,Silver,Fourth & Above,Telangana,Insured,Manesar,10,4,SUV
7481,Maruti Suzuki,WagonR,2017,Diesel,Automatic,3410000,12.7,1500,7,20200,White,Fourth & Above,Tamil Nadu,Insured,Manesar,2,2,Sedan
7482,Hyundai,i20,2019,Electric,Automatic,650000,15.2,800,4,18900,Black,Second,Maharashtra,Insured,Manesar,7,2,Convertible
7483,Hyundai,i10,2019,Petrol,Manual,3000000,13.4,2500,4,8300,White,Second,Karnataka,Not Insured,Surat,7,2,Coupe
7484,Volkswagen,Virtus,2021,CNG,Automatic,2540000,14.3,1800,4,8900,White,Second,Gujarat,Insured,Pune,5,3,Hatchback
7485,Kia,Sonet,2024,Petrol,Automatic,2820000,22,2000,5,10900,Black,Third,Telangana,Not Insured,Surat,4,3,Sedan
7486,Mahindra,XUV300,2022,Petrol,Automatic,2680000,23.6,1200,7,6600,Black,Second,Maharashtra,Insured,Gurgaon,7,1,SUV
7487,Mahindra,Scorpio,2019,Petrol,Automatic,2360000,16.7,2500,6,9200,White,Fourth & Above,Maharashtra,Not Insured,Sanand,7,0,SUV
7488,Tata Motors,Altroz,2019,Electric,Manual,1230000,12.8,1800,4,24000,Green,Third,Maharashtra,Insured,Pune,10,5,Sedan
7489,Honda,Amaze,2017,Diesel,Manual,1700000,20.7,1000,4,16000,Grey,Second,Karnataka,Insured,Pune,7,1,Coupe
7490,Hyundai,Creta,2018,Petrol,Manual,1390000,17.3,1000,4,19900,Black,Fourth & Above,Tamil Nadu,Insured,Chennai,7,3,Convertible
7491,Toyota,Urban Cruiser,2019,Electric,Manual,2900000,20.7,800,7,14900,Silver,First,Karnataka,Insured,Sanand,4,0,SUV
7492,Maruti Suzuki,Baleno,2017,Electric,Automatic,1760000,12,1500,5,11700,Red,Third,Maharashtra,Not Insured,Manesar,5,5,Hatchback
7493,Kia,Seltos,2020,Electric,Manual,2580000,13.8,1000,6,17200,Blue,Fourth & Above,West Bengal,Insured,Surat,9,3,Convertible
7494,Renault,Duster,2017,CNG,Automatic,2520000,19,1200,5,6200,White,First,Maharashtra,Not Insured,Manesar,2,5,SUV
7495,Volkswagen,Tiguan,2020,Electric,Automatic,920000,28.1,1000,6,19600,White,Fourth & Above,West Bengal,Insured,Chennai,5,2,Sedan
7496,Mahindra,Scorpio,2024,Petrol,Automatic,3080000,19.8,1200,7,9000,Blue,Second,Gujarat,Insured,Surat,4,0,Coupe
7497,Toyota,Fortuner,2018,Diesel,Manual,2220000,11.4,2500,4,20500,Grey,Second,Karnataka,Insured,Manesar,1,4,Coupe
7498,Volkswagen,Virtus,2023,Electric,Manual,1980000,27.9,2000,5,8100,Blue,First,West Bengal,Insured,Gurgaon,2,0,SUV
7499,Renault,Lodgy,2017,CNG,Manual,3270000,18,1200,4,8400,Black,Second,Karnataka,Not Insured,Manesar,3,5,Coupe
7500,Honda,Jazz,2019,Petrol,Manual,790000,15.2,2000,7,19700,Blue,Fourth & Above,Delhi,Not Insured,Surat,8,3,Convertible
7501,Mahindra,Bolero,2021,Electric,Manual,2670000,21.7,800,4,17500,White,First,Tamil Nadu,Not Insured,Gurgaon,7,3,Coupe
7502,Hyundai,i10,2020,Electric,Automatic,2720000,28.5,1000,7,7300,Blue,Fourth & Above,Delhi,Insured,Chennai,2,4,Convertible
7503,Renault,Kiger,2020,CNG,Manual,690000,26.1,1500,5,17300,Red,Fourth & Above,West Bengal,Insured,Chennai,4,2,SUV
7504,Volkswagen,Taigun,2023,CNG,Manual,3350000,14.5,800,4,18100,Silver,Fourth & Above,Delhi,Insured,Gurgaon,9,2,Convertible
7505,Maruti Suzuki,WagonR,2015,CNG,Automatic,2320000,29.7,2000,4,12300,Black,Second,Telangana,Insured,Surat,3,2,Sedan
7506,Honda,WR-V,2015,CNG,Manual,3390000,28.6,1500,5,13900,Blue,Second,Tamil Nadu,Not Insured,Surat,7,5,Convertible
7507,Mahindra,Scorpio,2015,Petrol,Automatic,2180000,24.4,1200,6,24400,White,Fourth & Above,West Bengal,Not Insured,Manesar,9,0,Coupe
7508,Honda,Amaze,2017,Petrol,Automatic,1180000,11.1,1800,7,18200,Green,Third,Gujarat,Not Insured,Chennai,7,4,SUV
7509,Tata Motors,Altroz,2020,Diesel,Manual,2680000,22.9,1000,5,15900,Silver,Fourth & Above,Gujarat,Insured,Chennai,9,2,Sedan
7510,Volkswagen,Polo,2016,Diesel,Manual,1010000,10.1,1500,6,21500,Black,Fourth & Above,Tamil Nadu,Not Insured,Gurgaon,0,3,Convertible
7511,Maruti Suzuki,Ertiga,2015,Diesel,Automatic,3070000,25.9,2500,5,19500,White,First,Tamil Nadu,Insured,Chennai,0,5,SUV
7512,Volkswagen,Vento,2021,Diesel,Automatic,900000,19.7,2000,4,11900,Grey,Fourth & Above,West Bengal,Not Insured,Manesar,7,0,SUV
7513,Honda,Amaze,2018,Petrol,Automatic,2770000,10.6,2000,5,21100,Red,Second,Karnataka,Not Insured,Chennai,0,1,Hatchback
7514,Maruti Suzuki,Dzire,2018,Electric,Automatic,2980000,25.7,1500,4,13000,Grey,First,Telangana,Not Insured,Gurgaon,4,2,Sedan
7515,Kia,Seltos,2024,Electric,Manual,650000,24.4,1000,4,16200,Red,Third,West Bengal,Not Insured,Manesar,5,0,Hatchback
7516,Mahindra,XUV700,2022,CNG,Manual,2060000,17.7,2500,7,17000,Blue,First,Karnataka,Insured,Sanand,5,0,Hatchback
7517,Mahindra,Scorpio,2023,Petrol,Manual,2080000,10.9,1800,7,24000,Black,Third,Karnataka,Insured,Gurgaon,9,5,SUV
7518,Volkswagen,Virtus,2015,Petrol,Automatic,2570000,25,800,4,22700,Blue,First,Karnataka,Not Insured,Sanand,4,0,Coupe
7519,Maruti Suzuki,Swift,2023,Diesel,Manual,2990000,26.9,1000,4,24200,Red,First,West Bengal,Not Insured,Chennai,8,3,SUV
7520,Hyundai,Verna,2019,Petrol,Automatic,1760000,25.8,800,4,23800,Red,Third,Maharashtra,Insured,Manesar,4,3,SUV
7521,Mahindra,XUV300,2021,Electric,Manual,3340000,14.3,1000,5,16000,Red,Second,Maharashtra,Not Insured,Chennai,9,0,SUV
7522,Hyundai,Venue,2022,Electric,Manual,1470000,18.2,2000,6,23200,Silver,Second,Gujarat,Not Insured,Manesar,6,3,SUV
7523,Kia,Carnival,2023,Petrol,Automatic,3320000,13.1,800,7,8200,White,Second,Maharashtra,Not Insured,Pune,7,0,Sedan
7524,Renault,Kwid,2020,Petrol,Manual,2020000,10.1,800,4,13000,Black,First,Maharashtra,Insured,Chennai,4,3,Convertible
7525,Tata Motors,Tiago,2019,Electric,Automatic,2700000,14.1,800,7,5300,Blue,Fourth & Above,Karnataka,Insured,Chennai,1,0,SUV
7526,Kia,Sonet,2016,Diesel,Automatic,1060000,12.4,1000,4,22500,Blue,First,Karnataka,Not Insured,Chennai,6,1,Sedan
7527,Volkswagen,Virtus,2022,Electric,Manual,3500000,28.4,1800,6,18800,Grey,Fourth & Above,Tamil Nadu,Not Insured,Surat,6,5,Coupe
7528,Kia,Sonet,2018,CNG,Manual,2570000,30,800,4,17500,Red,Fourth & Above,Karnataka,Insured,Gurgaon,2,0,Hatchback
7529,Kia,Seltos,2015,CNG,Manual,2840000,17.6,800,7,7100,Green,Second,West Bengal,Insured,Surat,3,0,Hatchback
7530,Honda,Amaze,2018,Diesel,Automatic,2490000,28.1,1000,5,13200,Red,Fourth & Above,Tamil Nadu,Insured,Manesar,10,0,Coupe
7531,Hyundai,Venue,2016,Diesel,Automatic,1850000,25.7,1500,4,8600,Red,First,Telangana,Insured,Manesar,9,5,Convertible
7532,Tata Motors,Altroz,2017,CNG,Manual,2670000,12,2000,5,18900,Green,First,Tamil Nadu,Insured,Manesar,5,1,Sedan
7533,Maruti Suzuki,Baleno,2019,Electric,Automatic,1430000,24.3,1000,6,9300,Blue,Second,Maharashtra,Insured,Gurgaon,6,3,Hatchback
7534,Volkswagen,Taigun,2022,Petrol,Manual,1920000,18.2,1500,7,6800,Grey,Third,Karnataka,Insured,Manesar,10,1,SUV
7535,Toyota,Glanza,2017,Petrol,Manual,1200000,30,800,5,24200,White,First,Maharashtra,Insured,Surat,7,4,Hatchback
7536,Kia,Seltos,2015,Electric,Manual,1440000,14.3,1500,5,15800,Green,Fourth & Above,Karnataka,Not Insured,Surat,1,1,Hatchback
7537,Honda,Civic,2016,Diesel,Manual,1140000,28.3,2000,4,15700,Silver,First,Maharashtra,Not Insured,Chennai,2,0,SUV
7538,Tata Motors,Altroz,2021,Diesel,Manual,1440000,11.4,1800,4,23800,Black,First,Telangana,Insured,Sanand,5,5,Convertible
7539,Maruti Suzuki,Ertiga,2016,Diesel,Manual,2090000,21.2,1200,4,10400,Green,First,Maharashtra,Not Insured,Pune,5,4,Coupe
7540,Maruti Suzuki,Swift,2020,CNG,Automatic,760000,23.7,2000,4,14100,White,Third,Maharashtra,Insured,Manesar,9,5,SUV
7541,Tata Motors,Punch,2022,Electric,Manual,2290000,12,1800,4,23400,Blue,Fourth & Above,West Bengal,Not Insured,Gurgaon,3,5,Convertible
7542,Skoda,Superb,2021,Electric,Manual,1440000,13.6,800,6,11200,Silver,Second,Telangana,Insured,Gurgaon,5,0,Sedan
7543,Mahindra,XUV700,2019,CNG,Manual,2610000,14.3,1200,7,5300,Silver,First,Gujarat,Insured,Manesar,0,3,Hatchback
7544,Skoda,Superb,2023,Diesel,Automatic,3330000,22.6,1000,4,10700,Silver,Fourth & Above,Telangana,Not Insured,Sanand,2,1,SUV
7545,Kia,EV6,2018,Electric,Automatic,2000000,15.5,1200,6,9000,Red,Fourth & Above,Maharashtra,Not Insured,Surat,7,0,Hatchback
7546,Honda,Jazz,2021,CNG,Automatic,2380000,19.5,1000,6,22300,Black,Second,Delhi,Not Insured,Manesar,6,1,Sedan
7547,Mahindra,XUV700,2021,CNG,Automatic,3260000,20.5,1800,5,17400,Blue,First,Delhi,Not Insured,Gurgaon,7,2,Sedan
7548,Maruti Suzuki,Dzire,2023,Diesel,Manual,1700000,15.7,1200,7,16900,Blue,Third,Delhi,Not Insured,Pune,4,3,Hatchback
7549,Maruti Suzuki,Swift,2024,Diesel,Manual,2790000,18.8,1500,5,12300,Silver,Fourth & Above,West Bengal,Insured,Sanand,9,4,Convertible
7550,Kia,Sonet,2020,Diesel,Automatic,680000,14.3,2500,6,6300,Blue,Second,Tamil Nadu,Insured,Manesar,0,3,SUV
7551,Renault,Lodgy,2024,CNG,Automatic,800000,15.3,800,7,7600,Black,Third,Maharashtra,Insured,Pune,6,2,Sedan
7552,Kia,Seltos,2015,Electric,Manual,3420000,13.3,1000,7,9600,Black,Fourth & Above,Telangana,Not Insured,Manesar,4,3,Coupe
7553,Kia,Sonet,2017,Electric,Manual,2650000,26.7,1500,4,6600,Grey,First,Delhi,Insured,Sanand,1,2,Convertible
7554,Renault,Duster,2017,Electric,Manual,3410000,16.6,2000,6,13100,Green,Fourth & Above,West Bengal,Insured,Gurgaon,2,0,Coupe
7555,Mahindra,Scorpio,2018,Petrol,Manual,2870000,15.8,2500,7,22400,Green,Third,Tamil Nadu,Not Insured,Surat,2,0,Convertible
7556,Mahindra,Thar,2021,Diesel,Manual,1670000,26.6,1800,7,19200,Grey,Third,Delhi,Insured,Surat,7,0,Convertible
7557,Renault,Lodgy,2016,Petrol,Automatic,2690000,24.5,1500,4,16100,White,First,Karnataka,Not Insured,Sanand,2,4,Sedan
7558,Hyundai,i10,2017,CNG,Manual,970000,28.8,2500,4,8500,Green,First,Gujarat,Not Insured,Chennai,10,0,Coupe
7559,Skoda,Superb,2020,CNG,Automatic,2180000,19.7,1500,4,12200,Black,Second,Maharashtra,Insured,Surat,7,5,SUV
7560,Hyundai,Venue,2022,Diesel,Manual,3320000,20,2500,6,14000,Black,First,Gujarat,Insured,Manesar,6,5,Convertible
7561,Skoda,Superb,2019,CNG,Automatic,1410000,27.9,1800,5,19500,Green,Second,Gujarat,Not Insured,Pune,5,5,SUV
7562,Mahindra,Thar,2016,Petrol,Manual,3220000,15.2,1800,7,22600,Black,Third,Karnataka,Not Insured,Pune,3,2,Coupe
7563,Skoda,Slavia,2015,Diesel,Manual,1040000,17.4,800,5,5300,Grey,Third,Karnataka,Insured,Surat,1,2,Hatchback
7564,Tata Motors,Punch,2016,Electric,Automatic,2020000,23.4,2500,7,12000,Silver,Fourth & Above,Karnataka,Insured,Sanand,4,1,Convertible
7565,Hyundai,Venue,2018,Electric,Automatic,2390000,22,1000,5,6200,Silver,Fourth & Above,Tamil Nadu,Insured,Sanand,5,3,Sedan
7566,Tata Motors,Tiago,2016,Diesel,Automatic,1590000,15.6,2000,6,10000,Blue,Second,Delhi,Insured,Sanand,1,5,Convertible
7567,Toyota,Camry,2015,Petrol,Manual,990000,12.6,1000,6,9600,Silver,First,Telangana,Insured,Pune,10,0,Sedan
7568,Kia,Carens,2017,CNG,Manual,2480000,29.9,1500,7,12500,Red,First,Maharashtra,Not Insured,Gurgaon,3,5,Sedan
7569,Maruti Suzuki,Swift,2016,Electric,Automatic,3000000,14.2,2500,4,5900,Grey,Fourth & Above,Karnataka,Not Insured,Pune,4,3,Convertible
7570,Hyundai,i10,2024,CNG,Manual,1920000,19.3,1500,4,14300,Black,Third,West Bengal,Insured,Gurgaon,1,4,Sedan
7571,Renault,Triber,2016,Petrol,Manual,1490000,15.8,800,5,7000,Green,Second,Maharashtra,Insured,Sanand,7,1,Hatchback
7572,Renault,Kiger,2017,Electric,Automatic,720000,10.4,1500,7,9600,Silver,Third,Telangana,Insured,Chennai,10,2,Sedan
7573,Skoda,Rapid,2015,Electric,Manual,1770000,21.7,2500,7,14200,Grey,Third,Maharashtra,Insured,Pune,0,0,Sedan
7574,Renault,Kwid,2019,Petrol,Manual,2770000,22.7,1000,4,19200,Silver,First,Maharashtra,Insured,Sanand,0,0,Hatchback
7575,Renault,Duster,2017,Petrol,Manual,3130000,10.9,1000,7,22800,White,Second,Karnataka,Not Insured,Pune,5,3,Hatchback
7576,Hyundai,Venue,2019,CNG,Automatic,1870000,13.6,1000,4,11400,Black,Third,Karnataka,Not Insured,Sanand,4,2,Coupe
7577,Maruti Suzuki,Baleno,2016,Diesel,Automatic,1010000,10.9,2500,4,19100,White,Fourth & Above,Delhi,Insured,Pune,5,1,SUV
7578,Maruti Suzuki,Ertiga,2017,Diesel,Manual,3090000,18.2,2500,5,14600,Black,Fourth & Above,Telangana,Insured,Manesar,5,2,Coupe
7579,Mahindra,Bolero,2018,Diesel,Automatic,1750000,16.4,2500,7,17000,Grey,First,Karnataka,Insured,Pune,8,5,Convertible
7580,Tata Motors,Harrier,2023,Petrol,Automatic,3210000,23.8,800,6,21100,Blue,Fourth & Above,Karnataka,Not Insured,Manesar,3,1,Hatchback
7581,Toyota,Fortuner,2024,,Automatic,1960000,21.5,2000,6,14300,Silver,Fourth & Above,Maharashtra,Not Insured,Gurgaon,4,2,Sedan
7582,Maruti Suzuki,WagonR,2017,Electric,Automatic,1770000,26.5,2500,6,20900,Silver,Third,Delhi,Not Insured,Pune,5,5,Sedan
7583,Maruti Suzuki,Swift,2018,Electric,Automatic,3450000,12.7,1000,7,10800,Red,Fourth & Above,Gujarat,Insured,Gurgaon,5,5,Hatchback
7584,Kia,Carnival,2015,Petrol,Automatic,2380000,13.9,800,5,18200,Green,Fourth & Above,Karnataka,Insured,Chennai,9,0,Coupe
7585,Tata Motors,Altroz,2024,Petrol,Automatic,3190000,14.4,2500,5,12700,White,Third,West Bengal,Not Insured,Surat,5,0,Sedan
7586,Skoda,Superb,2024,Petrol,Manual,1530000,19.6,1000,7,7100,Silver,First,Karnataka,Not Insured,Surat,5,2,Convertible
7587,Maruti Suzuki,WagonR,2024,Petrol,Manual,3070000,18.2,2000,7,16400,Grey,First,Gujarat,Insured,Manesar,6,3,Hatchback
7588,Mahindra,Scorpio,2020,Electric,Automatic,1770000,11.7,1500,4,20700,Blue,Second,Maharashtra,Not Insured,Pune,2,2,Convertible
7589,Volkswagen,Polo,2020,CNG,Automatic,490000,25.9,1200,5,24100,Green,Fourth & Above,Telangana,Not Insured,Surat,1,2,Coupe
7590,Hyundai,i10,2024,Diesel,Automatic,1310000,17.5,2500,4,8200,Grey,Third,Delhi,Not Insured,Gurgaon,6,5,SUV
7591,Volkswagen,Tiguan,2022,Diesel,Manual,450000,15.4,1500,5,11500,White,Second,Maharashtra,Insured,Surat,8,3,Coupe
7592,Renault,Duster,2019,Electric,Manual,1230000,14.4,2500,7,16700,Red,First,Telangana,Insured,Surat,10,3,SUV
